taskInfos_1,taskInfos_2,taskInfos_3,taskInfos_4,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10,score_11,score_12,score_13,score_14,score_15,score_16,score_17,score_18,score_19,score_20,score_21,score_22,score_23,score_24,score_25,score_26,score_27,score_28,score_29,score_30,score_31,score_32
"196","Synthesis of bilirubin","VITAMIN & COFACTOR METABOLISM","HEME METABOLISM",6.39668027232696,3.92668090558807,4.46581041460262,8.30546777739563,4.40691186376433,4.33927507155473,5.71368182903022,3.36321839017356,6.36185176985872,4.18559413346973,4.57851267907734,5.47157903814265,6.03708081861183,6.25051210076257,4.96742052651467,4.95846580030137,5.94301073244244,2.90868389363571,4.7775793547389,4.11984578004686,3.73673352756551,3.88575074575719,3.81813760953631,3.62639481198038,4.82391983584231,4.42536178016147,9.69261062140842,6.00174585325439,4.93235280508501,4.12065372846633,5.30160411472363,4.08914955055707
"197","Heme synthesis","VITAMIN & COFACTOR METABOLISM","HEME METABOLISM",2.64433269146972,3.3363909204779,2.29902533909424,6.35506883203347,2.88338252382275,3.46056808473125,2.76613511188789,2.77398097022279,3.00857384934125,2.99560531213198,2.75833709821878,2.89729461097718,3.56433289306144,4.33416549728631,2.53015850812463,2.4359783311062,2.75522916146469,2.56927636169243,2.55974671998812,3.32880604066976,3.68501408439553,3.56429684361186,3.95275002240168,2.73195881191429,2.44358698652445,2.74587877017537,2.32247187162567,2.93398712011671,2.85749654041831,2.99768790535024,2.61672253620032,2.55850813710282
"198","Phosphatidyl-inositol to glucosaminyl-acylphosphatidylinositol","VITAMIN & COFACTOR METABOLISM","GPI ANCHOR BIOSYNTHESIS",2.88217265796977,3.53941830927879,3.56542756373064,4.03925430942505,2.98038457453662,3.30141694630481,3.43322065421352,3.60722315356202,3.2260101879537,3.79525521051871,3.97766163365884,2.68904322377272,4.03162059291184,2.27079951540622,3.55795860709684,3.8264732494395,2.8473242604511,3.002215737952,2.78057866191512,3.58919888013695,3.32360139168507,3.07298965378876,1.553054317314,4.45129597766791,3.22114179801052,2.94550821567027,3.21632793921003,3.59819397873733,4.05277358633564,4.39051138217167,3.51792126591599,3.14957803282636
"199","Glucosaminyl-acylphosphatidylinositoll to deacylated-glycophosphatidylinositol (GPI)-anchored protein","GLYCAN METABOLISM","GPI ANCHOR BIOSYNTHESIS",0.878375229557701,0.90307951573904,0.950212805662737,0.718119594952419,0.812642940007909,1.07496649639516,1.09727863023884,0.949347090741937,1.0098233080046,1.12911204272225,0.981610809807496,0.731074808379403,1.00375926600504,0.540010276056294,0.98242904937291,0.957361088302862,0.97587644496484,0.638873832221745,1.00826227464276,1.06052042858993,1.14216176001639,0.818221216359989,0.512900020633868,1.08124215281548,1.01634150143691,0.879762219995797,1.02780670408414,1.13035153091794,1.06063403687969,1.27494820662502,1.00742246986945,1.02057579273961
"200","Degradation of n2m2nmasn","GLYCAN METABOLISM","N-GLYCAN METABOLISM",1.88611455975237,2.03589923875049,2.7092509856557,3.06316683771528,1.16807022502859,2.08309663192604,1.80116135791786,1.59721577896053,1.67715947137178,1.67853952764095,2.61682875113546,1.30069435546221,1.75057925677475,1.47996173200194,2.67515712742703,2.90808838026966,1.8507610115746,1.55514273077401,2.58729718897403,1.82638356722091,2.03329319955426,2.39342896842002,0.616364874040714,1.83250030578501,1.91283646970216,1.86182057951397,3.03828085127719,2.28988159878242,1.33032025378006,2.32404497578722,2.52071718557987,2.75260547895844
"203","Degradation of s2l2fn2m2masn","GLYCAN METABOLISM","N-GLYCAN METABOLISM",1.34768674471811,1.50547287003824,1.93184314276421,1.85566073451755,0.780800901496395,1.81192892495984,1.56129906899436,1.16502791924274,1.16665278826069,1.39567236692673,1.89625471296308,0.923108790150859,1.44396359390294,1.22824909563633,1.86747885187805,2.3702294500197,1.30204009099413,1.02842353029631,1.95941229923933,1.41562877771448,1.83140732357685,1.63820284499312,0.436105155957878,1.21032904605715,1.57483838573196,1.34726246904154,2.14936246829908,1.76055972152121,1.04650737486627,1.7980720827009,2.00741342527784,2.11328530719973
"204","Biosynthesis of core2 (beta-D-Galactosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,6)-N-acetyl-D-galactosaminyl-R)","GLYCAN METABOLISM","O-GLYCAN METABOLISM",4.30802565595638,3.56828881581093,3.20187609134769,3.59665036987266,6.14207956418495,6.03454136818921,5.57365484736928,2.76089410407782,4.72220662088379,4.38286529873636,4.50961549510788,2.10043064788104,7.01702482194277,2.80223571289242,4.00134678507548,3.97684306410469,3.77088106687597,2.53287236693992,6.48919824002675,3.18128341057333,6.87213957251158,4.19072282209536,1.47082545786298,2.67273119897761,5.53089132503545,2.46576492421291,3.34487169367503,8.18681535469994,3.58006379538306,4.41415451815055,3.50704662890893,5.51827506714582
"205","Biosynthesis of core4 (N-Acetyl-beta-D-glucosaminyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,3)-N-acetyl-D-galactosaminyl-R)","GLYCAN METABOLISM","O-GLYCAN METABOLISM",3.19655388404994,2.60289774721633,3.47907871385205,1.52596941695275,4.34443652331707,8.81392438201406,6.56327621409335,1.76038594365035,4.24872542513971,2.45820624168475,2.99015430675858,0.98482493821752,4.94544432216976,1.61152819364194,2.6810690983197,1.41476198036865,2.94373469138773,1.59989081067205,3.03722857227756,2.43654350357855,8.93932564249764,2.88500237368417,1.14729789602922,1.59367805858919,6.21614957046443,1.95516418964511,1.62470845463425,8.91419452304532,2.77914856818294,2.21987388435005,2.85053108031869,2.89773541345608
"206","Biosynthesis of Tn_antigen (Glycoprotein N-acetyl-D-galactosamine)","GLYCAN METABOLISM","O-GLYCAN METABOLISM",9.46035102383646,7.80869324164899,4.56783741235374,4.56798096610073,12.9604539097666,9.44805486291178,6.65567071124168,4.65863581335069,6.05591736389972,6.04241215479634,5.12494331893691,2.95266552882454,12.9962460430059,4.77917088785187,7.78373277762894,3.88193403962733,8.81094754233998,4.4936780820597,9.0162537239861,6.65437285322537,11.9435126386512,7.04116854972633,3.44189368808765,4.76209368395477,7.79131526843014,3.99360012013472,4.83398200024129,11.0077463688649,6.9923197132649,6.05779852330619,5.98615549496898,7.39800382515977
"207","Keratan sulfate biosynthesis from O-glycan (core 2-linked)","GLYCAN METABOLISM","KERATAN SULFATE METABOLISM",0.422493094248475,0.65088183255166,0.332161676782226,0.355918878429067,0.655775888043641,0.674215109669713,0.426686156697983,0.289072775878925,0.527546917882004,0.457323267154051,0.563418559413688,0.439864995770377,0.426934429721716,0.311162624191875,0.343539276901846,0.334089815643387,0.67982412522525,0.247299370667482,0.536867298035834,0.271403276903119,0.661256383005109,0.452302697165052,0.250932889583505,0.231292779071598,0.407326612166756,0.34071572803831,0.431422877027991,0.26165536867547,0.485117815593525,0.660371157888584,0.283940090651783,0.390260281812715
"208","Keratan sulfate biosynthesis from O-glycan (core 4-linked)","GLYCAN METABOLISM","KERATAN SULFATE METABOLISM",0.422493094248475,0.65088183255166,0.332161676782226,0.355918878429067,0.655775888043641,0.674215109669713,0.426686156697983,0.289072775878925,0.527546917882004,0.457323267154051,0.563418559413688,0.439864995770377,0.426934429721716,0.311162624191875,0.343539276901846,0.334089815643387,0.67982412522525,0.247299370667482,0.536867298035834,0.271403276903119,0.661256383005109,0.452302697165052,0.250932889583505,0.231292779071598,0.407326612166756,0.34071572803831,0.431422877027991,0.26165536867547,0.485117815593525,0.660371157888584,0.283940090651783,0.390260281812715
"209","Keratan sulfate degradation","GLYCAN METABOLISM","KERATAN SULFATE METABOLISM",0.235559402655167,0.301095386003827,0.273158342695966,0.200269453232793,0.118466367292538,0.374431077995478,0.350250414795105,0.264279484129983,0.210099734659757,0.256840487825348,0.331175517527907,0.197229905230098,0.284925715321229,0.270312894967743,0.291541239082294,0.327375193900159,0.196447533454833,0.159787847045497,0.379837147248171,0.26866055597068,0.407293918824657,0.229970201643585,0.0709702074034649,0.204430745613827,0.311943151085991,0.279058619822515,0.23467994701807,0.327664396226679,0.228145125267377,0.315495662077197,0.285721859943502,0.375061270559879
"210","Keratan sulfate biosynthesis from N-glycan","GLYCAN METABOLISM","KERATAN SULFATE METABOLISM",0.298164600167059,0.292964948798511,0.287757895433265,0.368449366617068,0.449444070549291,0.49440303408242,0.469234605412927,0.294432841816825,0.317708564723672,0.400654151834546,0.556289115583472,0.291645420582139,0.282710908315938,0.205521096569749,0.307841582129462,0.298701465669911,0.316010720215695,0.237134284013041,0.292741639466323,0.258955094639567,0.480402763185113,0.277292206745211,0.22949067432495,0.219742308424485,0.456452210642703,0.332878973358146,0.347783371828547,0.246542075487549,0.270457347223333,0.350060836405234,0.268440470513622,0.293962068306023
